time_step,agent_id,mean_predicted_price,mean_actual_price
0,0,47.72,70.672
0,1,49.55,70.672
0,2,50.0,70.672
0,3,48.55,70.672
0,4,48.1,70.672
1,0,70.91499999999999,49.164
1,1,70.625,49.164
1,2,72.6,49.164
1,3,72.12,49.164
1,4,71.30499999999999,49.164
2,0,50.125,70.209
2,1,50.995,70.209
2,2,46.875,70.209
2,3,49.855000000000004,70.209
2,4,48.9,70.209
3,0,72.09,48.477
3,1,71.795,48.477
3,2,71.8,48.477
3,3,72.955,48.477
3,4,71.61,48.477
4,0,48.57,70.035
4,1,50.214999999999996,70.035
4,2,47.88,70.035
4,3,52.85,70.035
4,4,48.455,70.035
5,0,69.91499999999999,50.03
5,1,71.185,50.03
5,2,69.545,50.03
5,3,71.51,50.03
5,4,69.655,50.03
6,0,49.92,69.187
6,1,51.195,69.187
6,2,50.625,69.187
6,3,50.489999999999995,69.187
6,4,49.8,69.187
7,0,66.19500000000001,52.922000000000004
7,1,65.71000000000001,52.922000000000004
7,2,68.72,52.922000000000004
7,3,69.30499999999999,52.922000000000004
7,4,66.89500000000001,52.922000000000004
8,0,55.184000000000005,66.501
8,1,52.02,66.501
8,2,52.475,66.501
8,3,53.55,66.501
8,4,53.254999999999995,66.501
9,0,65.625,55.13099999999999
9,1,66.2,55.13099999999999
9,2,63.485,55.13099999999999
9,3,63.14,55.13099999999999
9,4,66.60499999999999,55.13099999999999
10,0,57.564,62.32000000000001
10,1,58.69500000000001,62.32000000000001
10,2,55.05499999999999,62.32000000000001
10,3,59.315,62.32000000000001
10,4,57.075,62.32000000000001
11,0,59.185,60.888
11,1,61.114999999999995,60.888
11,2,58.260000000000005,60.888
11,3,58.98,60.888
11,4,58.435,60.888
12,0,59.825,59.391
12,1,61.335,59.391
12,2,60.17,59.391
12,3,59.58,59.391
12,4,62.04,59.391
13,0,56.795,61.162
13,1,59.955,61.162
13,2,58.64,61.162
13,3,58.779999999999994,61.162
13,4,59.17999999999999,61.162
14,0,60.875,58.247
14,1,61.485,58.247
14,2,61.815,58.247
14,3,62.5,58.247
14,4,62.515,58.247
15,0,57.81,61.501
15,1,58.260000000000005,61.501
15,2,58.475,61.501
15,3,58.86,61.501
15,4,57.964999999999996,61.501
16,0,61.975,58.14
16,1,61.964999999999996,58.14
16,2,61.6,58.14
16,3,61.870000000000005,58.14
16,4,61.79,58.14
17,0,57.9,61.398
17,1,57.9,61.398
17,2,59.19,61.398
17,3,59.335,61.398
17,4,58.295,61.398
18,0,60.845000000000006,58.614999999999995
18,1,59.495000000000005,58.614999999999995
18,2,62.8,58.614999999999995
18,3,62.33,58.614999999999995
18,4,61.855,58.614999999999995
19,0,60.779999999999994,60.025
19,1,59.31,60.025
19,2,60.175,60.025
19,3,59.995000000000005,60.025
19,4,59.55,60.025
20,0,61.165,59.162
20,1,60.92,59.162
20,2,60.8,59.162
20,3,60.635000000000005,59.162
20,4,60.364999999999995,59.162
21,0,59.94,59.67100000000001
21,1,59.57000000000001,59.67100000000001
21,2,60.629999999999995,59.67100000000001
21,3,60.205,59.67100000000001
21,4,61.129999999999995,59.67100000000001
22,0,60.388,59.565999999999995
22,1,60.52,59.565999999999995
22,2,60.260000000000005,59.565999999999995
22,3,60.475,59.565999999999995
22,4,60.6,59.565999999999995
23,0,60.029999999999994,59.94199999999999
23,1,60.3,59.94199999999999
23,2,59.92999999999999,59.94199999999999
23,3,60.01800000000001,59.94199999999999
23,4,59.760000000000005,59.94199999999999
24,0,60.55,59.572
24,1,60.725,59.572
24,2,60.30800000000001,59.572
24,3,60.160000000000004,59.572
24,4,60.33,59.572
25,0,60.04,59.758
25,1,60.114999999999995,59.758
25,2,60.335,59.758
25,3,60.041999999999994,59.758
25,4,60.220000000000006,59.758
26,0,60.015,59.839
26,1,60.39,59.839
26,2,59.964999999999996,59.839
26,3,60.11,59.839
26,4,60.35,59.839
27,0,60.165,59.638999999999996
27,1,60.510000000000005,59.638999999999996
27,2,60.275,59.638999999999996
27,3,60.475,59.638999999999996
27,4,60.40599999999999,59.638999999999996
28,0,60.19,59.69199999999999
28,1,60.535000000000004,59.69199999999999
28,2,60.205,59.69199999999999
28,3,60.162,59.69199999999999
28,4,60.2,59.69199999999999
29,0,60.345000000000006,59.782000000000004
29,1,60.52,59.782000000000004
29,2,60.254999999999995,59.782000000000004
29,3,60.11,59.782000000000004
29,4,60.120000000000005,59.782000000000004
30,0,60.160000000000004,59.696000000000005
30,1,60.410000000000004,59.696000000000005
30,2,60.17,59.696000000000005
30,3,60.05,59.696000000000005
30,4,60.45,59.696000000000005
31,0,60.42,59.769000000000005
31,1,60.498000000000005,59.769000000000005
31,2,60.08,59.769000000000005
31,3,59.910000000000004,59.769000000000005
31,4,60.220000000000006,59.769000000000005
32,0,60.089999999999996,60.02
32,1,60.2,60.02
32,2,59.895,60.02
32,3,60.345000000000006,60.02
32,4,59.965999999999994,60.02
33,0,60.1,59.784000000000006
33,1,60.225,59.784000000000006
33,2,60.17,59.784000000000006
33,3,60.379999999999995,59.784000000000006
33,4,60.36,59.784000000000006
34,0,59.975,59.866
34,1,60.403,59.866
34,2,60.14,59.866
34,3,59.864999999999995,59.866
34,4,59.98,59.866
35,0,60.25599999999999,59.763
35,1,60.395,59.763
35,2,60.515,59.763
35,3,59.92999999999999,59.763
35,4,60.3,59.763
36,0,59.92999999999999,59.741
36,1,60.69,59.741
36,2,60.2,59.741
36,3,59.955,59.741
36,4,60.327,59.741
37,0,59.94500000000001,59.821000000000005
37,1,60.245000000000005,59.821000000000005
37,2,60.220000000000006,59.821000000000005
37,3,59.89,59.821000000000005
37,4,60.379999999999995,59.821000000000005
38,0,60.077,59.79
38,1,60.57000000000001,59.79
38,2,60.475,59.79
38,3,60.2,59.79
38,4,60.07000000000001,59.79
39,0,59.95399999999999,59.73
39,1,60.46,59.73
39,2,60.379999999999995,59.73
39,3,60.275,59.73
39,4,60.27,59.73
40,0,59.854,59.86
40,1,60.585,59.86
40,2,60.25,59.86
40,3,60.102,59.86
40,4,60.129999999999995,59.86
41,0,60.153,59.970000000000006
41,1,60.455,59.970000000000006
41,2,60.225,59.970000000000006
41,3,60.045,59.970000000000006
41,4,60.138,59.970000000000006
42,0,60.17100000000001,59.673
42,1,60.408,59.673
42,2,60.404999999999994,59.673
42,3,60.30499999999999,59.673
42,4,60.23100000000001,59.673
43,0,59.975,59.948
43,1,60.032000000000004,59.948
43,2,60.11900000000001,59.948
43,3,60.14,59.948
43,4,60.172000000000004,59.948
44,0,59.976,59.74400000000001
44,1,60.391999999999996,59.74400000000001
44,2,60.188,59.74400000000001
44,3,60.30499999999999,59.74400000000001
44,4,60.383,59.74400000000001
45,0,59.89,59.932
45,1,60.117999999999995,59.932
45,2,60.215999999999994,59.932
45,3,60.214999999999996,59.932
45,4,60.263,59.932
46,0,60.120000000000005,59.806
46,1,60.166999999999994,59.806
46,2,60.251,59.806
46,3,60.435,59.806
46,4,60.425,59.806
47,0,60.085,59.836
47,1,60.068999999999996,59.836
47,2,60.053999999999995,59.836
47,3,60.214999999999996,59.836
47,4,60.266999999999996,59.836
48,0,60.160000000000004,59.80800000000001
48,1,59.962,59.80800000000001
