time_step,agent_id,mean_predicted_price,mean_actual_price
0,0,50.0,69.495
0,1,50.0,69.495
0,2,50.0,69.495
0,3,50.025,69.495
0,4,50.0,69.495
1,0,63.35,57.499
1,1,61.527,57.499
1,2,63.92,57.499
1,3,59.233000000000004,57.499
1,4,65.00399999999999,57.499
2,0,57.0,63.589999999999996
2,1,55.113,63.589999999999996
2,2,56.875,63.589999999999996
2,3,54.372,63.589999999999996
2,4,57.842999999999996,63.589999999999996
3,0,62.33,58.586
3,1,60.125,58.586
3,2,62.025,58.586
3,3,60.35699999999999,58.586
3,4,62.699,58.586
4,0,58.64,62.351
4,1,56.012,62.351
4,2,58.45,62.351
4,3,56.185,62.351
4,4,58.061,62.351
5,0,62.105,59.633
5,1,58.46,59.633
5,2,61.11,59.633
5,3,58.475,59.633
5,4,61.674,59.633
6,0,59.92,61.89
6,1,56.265,61.89
6,2,58.785000000000004,61.89
6,3,56.58,61.89
6,4,58.861000000000004,61.89
7,0,61.52,60.275
7,1,58.134,60.275
7,2,60.258,60.275
7,3,58.07000000000001,60.275
7,4,60.984,60.275
8,0,60.379999999999995,61.529999999999994
8,1,56.333000000000006,61.529999999999994
8,2,58.96,61.529999999999994
8,3,57.114999999999995,61.529999999999994
8,4,59.826,61.529999999999994
9,0,61.254999999999995,60.426
9,1,57.282000000000004,60.426
9,2,59.705,60.426
9,3,57.45,60.426
9,4,61.515,60.426
10,0,60.824,61.227
10,1,57.07899999999999,61.227
10,2,58.665,61.227
10,3,56.754999999999995,61.227
10,4,60.29,61.227
11,0,61.2,60.84400000000001
11,1,57.492,60.84400000000001
11,2,59.39,60.84400000000001
11,3,57.06,60.84400000000001
11,4,60.925,60.84400000000001
12,0,61.126999999999995,60.86900000000001
12,1,57.471000000000004,60.86900000000001
12,2,59.19500000000001,60.86900000000001
12,3,57.02,60.86900000000001
12,4,60.95,60.86900000000001
13,0,60.864,60.544
13,1,59.798,60.544
13,2,59.245000000000005,60.544
13,3,56.79,60.544
13,4,60.67,60.544
14,0,60.57000000000001,60.465999999999994
14,1,59.739,60.465999999999994
14,2,59.27,60.465999999999994
14,3,57.2,60.465999999999994
14,4,60.685,60.465999999999994
15,0,60.851,60.548
15,1,59.55,60.548
15,2,58.977,60.548
15,3,56.85,60.548
15,4,60.678999999999995,60.548
16,0,60.928999999999995,60.408
16,1,59.491,60.408
16,2,59.007000000000005,60.408
16,3,57.160000000000004,60.408
16,4,60.708000000000006,60.408
17,0,60.702,60.73199999999999
17,1,59.386,60.73199999999999
17,2,58.99400000000001,60.73199999999999
17,3,56.82000000000001,60.73199999999999
17,4,60.565,60.73199999999999
18,0,60.94,60.508
18,1,59.58,60.508
18,2,58.955,60.508
18,3,57.029999999999994,60.508
18,4,60.57000000000001,60.508
19,0,60.778,60.563
19,1,59.503,60.563
19,2,58.999,60.563
19,3,57.029999999999994,60.563
19,4,60.760000000000005,60.563
20,0,60.79,60.532000000000004
20,1,59.584,60.532000000000004
20,2,58.95,60.532000000000004
20,3,57.015,60.532000000000004
20,4,60.55499999999999,60.532000000000004
21,0,60.605,60.495000000000005
21,1,59.42100000000001,60.495000000000005
21,2,59.095000000000006,60.495000000000005
21,3,56.989999999999995,60.495000000000005
21,4,60.745000000000005,60.495000000000005
22,0,60.69500000000001,60.534000000000006
22,1,59.388999999999996,60.534000000000006
22,2,58.925,60.534000000000006
22,3,56.925,60.534000000000006
22,4,60.629999999999995,60.534000000000006
23,0,60.645,60.753
23,1,59.392999999999994,60.753
23,2,59.02,60.753
23,3,57.010000000000005,60.753
23,4,60.50699999999999,60.753
24,0,60.745000000000005,60.616
24,1,59.464,60.616
24,2,59.125,60.616
24,3,57.041999999999994,60.616
24,4,60.760000000000005,60.616
25,0,60.67999999999999,60.40599999999999
25,1,59.444,60.40599999999999
25,2,60.065,60.40599999999999
25,3,56.964,60.40599999999999
25,4,60.61,60.40599999999999
26,0,60.7,60.339999999999996
26,1,59.522000000000006,60.339999999999996
26,2,60.015,60.339999999999996
26,3,57.013999999999996,60.339999999999996
26,4,60.620000000000005,60.339999999999996
27,0,60.59400000000001,60.48
27,1,59.516999999999996,60.48
27,2,59.95,60.48
27,3,56.934000000000005,60.48
27,4,60.325,60.48
28,0,60.69199999999999,60.414
28,1,59.504999999999995,60.414
28,2,60.035000000000004,60.414
28,3,56.939,60.414
28,4,60.475,60.414
29,0,60.641,60.36899999999999
