time_step,agent_id,mean_predicted_price,mean_actual_price
0,0,48.85,70.244
0,1,47.05,70.244
0,2,47.6,70.244
0,3,53.6,70.244
0,4,48.475,70.244
1,0,40.87,76.84700000000001
1,1,39.775,76.84700000000001
1,2,42.825,76.84700000000001
1,3,46.575,76.84700000000001
1,4,41.8,76.84700000000001
2,0,52.85,67.44200000000001
2,1,48.410000000000004,67.44200000000001
2,2,55.7,67.44200000000001
2,3,53.370000000000005,67.44200000000001
2,4,50.3,67.44200000000001
3,0,53.25,66.631
3,1,49.585,66.631
3,2,53.135000000000005,66.631
3,3,56.325,66.631
3,4,53.085,66.631
4,0,52.4,65.69500000000001
4,1,50.345,65.69500000000001
4,2,55.075,65.69500000000001
4,3,55.904999999999994,65.69500000000001
4,4,56.185,65.69500000000001
5,0,52.86,64.938
5,1,50.89,64.938
5,2,55.25,64.938
5,3,60.964999999999996,64.938
5,4,54.33,64.938
6,0,50.06,63.666
6,1,52.734,63.666
6,2,59.885000000000005,63.666
6,3,63.455,63.666
6,4,53.955,63.666
7,0,48.195,63.888
7,1,56.105,63.888
7,2,60.375,63.888
7,3,61.010000000000005,63.888
7,4,53.1,63.888
8,0,49.57000000000001,62.571000000000005
8,1,60.845000000000006,62.571000000000005
8,2,65.30499999999999,62.571000000000005
8,3,59.225,62.571000000000005
8,4,51.2,62.571000000000005
9,0,51.925,62.904999999999994
9,1,57.515,62.904999999999994
9,2,62.605,62.904999999999994
9,3,57.94500000000001,62.904999999999994
9,4,54.625,62.904999999999994
10,0,52.31,61.229
10,1,57.45,61.229
10,2,64.01,61.229
10,3,63.410000000000004,61.229
10,4,56.245000000000005,61.229
11,0,53.714999999999996,61.724000000000004
11,1,56.089999999999996,61.724000000000004
11,2,63.355,61.724000000000004
11,3,62.015,61.724000000000004
11,4,56.160000000000004,61.724000000000004
12,0,52.029999999999994,61.786
12,1,57.395,61.786
12,2,62.15,61.786
12,3,61.625,61.786
12,4,57.095000000000006,61.786
13,0,52.94500000000001,61.887
13,1,55.989999999999995,61.887
13,2,62.85,61.887
13,3,62.44500000000001,61.887
13,4,56.05,61.887
14,0,54.989999999999995,61.574
14,1,57.375,61.574
14,2,61.705,61.574
14,3,61.89,61.574
14,4,55.81,61.574
15,0,61.46,59.492
15,1,61.489999999999995,59.492
15,2,62.67999999999999,59.492
15,3,61.685,59.492
15,4,55.05,59.492
16,0,61.07000000000001,60.33
16,1,59.19,60.33
16,2,61.510000000000005,60.33
16,3,61.44,60.33
16,4,55.425,60.33
17,0,62.175,59.41799999999999
17,1,62.154999999999994,59.41799999999999
17,2,61.42999999999999,59.41799999999999
17,3,60.825,59.41799999999999
17,4,56.004999999999995,59.41799999999999
18,0,60.739999999999995,60.697
18,1,60.004999999999995,60.697
18,2,60.495000000000005,60.697
18,3,59.765,60.697
18,4,55.375,60.697
19,0,60.825,60.089
19,1,60.410000000000004,60.089
19,2,60.648,60.089
19,3,61.705,60.089
19,4,56.085,60.089
20,0,59.825,60.116
20,1,61.425,60.116
20,2,60.25,60.116
20,3,62.614999999999995,60.116
20,4,55.145,60.116
21,0,60.775,59.56
21,1,60.495000000000005,59.56
21,2,60.85,59.56
21,3,60.225,59.56
21,4,60.425,59.56
22,0,58.760000000000005,60.504999999999995
22,1,60.135000000000005,60.504999999999995
22,2,59.525,60.504999999999995
22,3,59.645,60.504999999999995
22,4,59.33,60.504999999999995
23,0,60.105,59.83
23,1,59.955,59.83
23,2,60.75,59.83
23,3,61.165,59.83
23,4,59.89,59.83
24,0,58.54,60.361000000000004
24,1,60.7,60.361000000000004
24,2,60.14,60.361000000000004
24,3,60.67,60.361000000000004
24,4,59.385000000000005,60.361000000000004
25,0,60.2,59.883
25,1,60.028999999999996,59.883
25,2,60.14,59.883
25,3,60.620000000000005,59.883
25,4,60.187,59.883
26,0,59.779999999999994,59.424
26,1,60.67,59.424
26,2,60.7,59.424
26,3,60.614999999999995,59.424
26,4,60.735,59.424
27,0,59.94,59.878
27,1,60.315,59.878
27,2,59.660000000000004,59.878
27,3,60.470000000000006,59.878
27,4,59.585,59.878
28,0,59.675,59.563
28,1,60.589999999999996,59.563
28,2,60.55,59.563
28,3,60.795,59.563
28,4,60.279999999999994,59.563
29,0,59.891999999999996,60.278
29,1,59.83,60.278
29,2,60.11,60.278
29,3,59.81999999999999,60.278
29,4,59.029999999999994,60.278
30,0,60.073,59.713
30,1,60.27,59.713
30,2,60.995000000000005,59.713
30,3,60.345000000000006,59.713
30,4,60.23,59.713
31,0,59.44500000000001,59.95399999999999
31,1,60.4,59.95399999999999
31,2,59.8,59.95399999999999
31,3,60.279999999999994,59.95399999999999
31,4,59.65,59.95399999999999
32,0,59.970000000000006,60.012
32,1,60.1,60.012
32,2,60.485,60.012
32,3,59.605,60.012
32,4,60.253,60.012
33,0,59.96,59.827
33,1,59.845000000000006,59.827
33,2,60.214999999999996,59.827
33,3,60.55499999999999,59.827
33,4,60.154999999999994,59.827
34,0,60.120000000000005,59.903
